smiles,pIC50,IC50_nM,source,activity_type,chembl_id,MW,LogP,HBD,HBA
C[C@H]1C[C@@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H](N)/C1=N\O,8.166852888087215,6.81,ChEMBL_IC50,IC50,,469.47,4.48,3,6
CN1CCN(c2cccc(-c3c[nH]c4ccc(-c5nnc(N)o5)cc34)n2)CC1,8.162980051459092,6.871,ChEMBL_IC50,IC50,,375.44,2.61,2,7
CN(C)CCNc1cncc(-c2cccc(/C=C3\SC(=S)NC3=O)c2)n1,8.154901959985743,7.0,ChEMBL_IC50,IC50,,385.52,2.61,2,7
C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)C1,8.154901959985743,7.0,ChEMBL_IC50,IC50,,428.51,4.97,2,5
O=C1NCCc2[nH]c(-c3cccc4ccc(NC5CC5)nc34)cc21,8.154901959985743,7.0,ChEMBL_IC50,IC50,,318.38,3.09,3,3
NCC[C@H]1CNC(=O)c2cc(-c3cccc(OC(F)(F)F)c3)c(-c3ccc(CN4CCOCC4)cc3)n21,8.154901959985743,7.0,ChEMBL_IC50,IC50,,514.55,4.19,2,6
Cc1ccc(F)c(-c2cccc(C(=O)Nc3cnccc3[C@H]3C[C@@H](N)[C@@H](O)[C@@H](C)C3)n2)c1F,8.154901959985743,7.0,ChEMBL_IC50,IC50,,452.51,4.18,3,5
CC(=O)O[C@H]1CC[C@@H](c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)ccc2N)C[C@H]1N,8.154901959985743,7.0,ChEMBL_IC50,IC50,,481.5,3.78,3,7
Clc1cc(OCCN2CCOCC2)ccc1Nc1nc2c(-c3nnc[nH]3)cccc2c2cnccc12,8.154901959985743,7.0,ChEMBL_IC50,IC50,,501.98,4.68,2,8
Nc1ccc(-c2c(F)cccc2F)nc1C(=O)Nc1cnccc1C1=CC(N)CCC1,8.154901959985743,7.0,ChEMBL_IC50,IC50,,421.45,4.15,3,5
Cc1ccc(F)c(-c2nc(C(=O)Nc3cnccc3[C@@H]3CCC[C@H](N)C3)ccc2F)c1F,8.154901959985743,7.0,ChEMBL_IC50,IC50,,440.47,5.11,2,4
C[C@H]1C[C@@H](c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)c(F)cc2N)C[C@@H](N)[C@@H]1O,8.154901959985743,7.0,ChEMBL_IC50,IC50,,471.48,3.6,4,6
Fc1ccc(Nc2nc3c(-c4nnc[nH]4)cccc3c3sccc23)cc1,8.154901959985743,7.0,ChEMBL_IC50,IC50,,361.41,5.12,2,5
C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2cccc(-c3ccccc3F)n2)C1,8.154901959985743,7.0,ChEMBL_IC50,IC50,,404.49,4.77,2,4
CSc1ncc2c(n1)-c1c(c(C(N)=O)cn1[C@H]1CC[C@@H](N)CC1)CC2,8.154901959985743,7.0,ChEMBL_IC50,IC50,,357.48,2.31,2,6
Nc1cc(F)c(-c2c(F)cccc2F)nc1C(=O)Nc1cnccc1[C@@H]1CC[C@H](O)[C@H](N)C1,8.154901959985743,7.0,ChEMBL_IC50,IC50,,457.46,3.35,4,6
C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2cccc(-c3ccc(O)cc3F)n2)C1,8.154901959985743,7.0,ChEMBL_IC50,IC50,,420.49,4.47,3,5
CCCOc1ccc(F)c(-c2nc(C(=O)Nc3cnccc3[C@@H]3CC[C@H](O)[C@H](N)C3)c(N)cc2F)c1,8.154901959985743,7.0,ChEMBL_IC50,IC50,,497.55,4.0,4,7
C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)ccc2F)C1,8.154901959985743,7.0,ChEMBL_IC50,IC50,,440.47,5.04,2,4
Cc1ccc(F)c(-c2cccc(C(=O)Nc3cnccc3[C@H]3C[C@@H](N)C[C@@H](C(F)(F)F)C3)n2)c1,8.154901959985743,7.0,ChEMBL_IC50,IC50,,472.49,5.62,2,4
Nc1nnc(-c2ccc3[nH]cc(-c4nccc(-c5ccccc5F)n4)c3c2)o1,8.154777893570985,7.002,ChEMBL_IC50,IC50,,372.36,4.06,2,6
Nc1ccc(-c2ccccc2C(F)(F)F)nc1C(=O)Nc1cnccc1N1CCC[C@H](N)C1,8.15,7.079457843841373,ChEMBL,Ki,CHEMBL3103865,456.47,3.92,3,6
Cc1cncc(-c2cc3c(cn2)cnn3-c2cnc(O)c(N3CCC[C@H](N)C3)n2)n1,8.15,7.079457843841373,ChEMBL,Ki,CHEMBL3920503,403.45,1.61,2,10
CC(C)c1cncc(-c2cc3c(cn2)cnn3-c2cccc(N3CCNCC3)n2)c1,8.15,7.079457843841373,ChEMBL,Ki,CHEMBL3947484,399.5,3.41,1,7
Cc1cscc1-c1ccc2sc3c(=O)[nH]c(CN(C)C)nc3c2c1,8.15,7.079457843841373,ChEMBL,Ki,CHEMBL584563,355.49,4.24,1,5
CCc1cncc(-c2cc3c(cn2)cnn3-c2cccc(N3CCNCC(O)C3)n2)c1,8.14,7.244359600749891,ChEMBL,Ki,CHEMBL3976760,415.5,2.21,2,8
Cc1nnc(-c2cccc(-c3cnn4ccc(NCCN)nc34)c2)o1,8.136677139879543,7.3,ChEMBL_IC50,IC50,,335.37,2.13,2,8
COc1cc(F)c(-c2nc(C(=O)Nc3cnccc3[C@H]3C[C@@H](N)[C@@H](S(C)(=O)=O)[C@@H](C)C3)ccc2F)c(F)c1,8.132532512140948,7.37,ChEMBL_IC50,IC50,,548.59,4.08,2,7
C[C@H]1NC(=O)c2cc(-c3nccc4c(=O)n(C)c(NC(C)(C)C)nc34)[nH]c21,8.130768280269024,7.4,ChEMBL_IC50,IC50,,366.43,2.34,3,6
CCn1cc(-c2cc3c(cn2)cnn3-c2cccc(N3CCN[C@@H](C)C3)n2)cn1,8.13,7.413102413009161,ChEMBL,Ki,CHEMBL3968206,388.48,2.5,1,8
COC(=O)N[C@@H]1[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cc(C)cc3F)n2)C[C@@H]1C,8.126679398184601,7.47,ChEMBL_IC50,IC50,,527.55,4.69,3,6
c1cc2[nH]cc(-c3cncc(C4CC4)n3)c2cc1-c1nnc(NC2CC2)o1,8.116849800316723,7.641,ChEMBL_IC50,IC50,,358.41,4.13,2,6
CC(=O)N[C@@H]1[C@H](N)CN(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H]1C,8.115771230367397,7.66,ChEMBL_IC50,IC50,,498.51,3.1,3,6
C[C@H]1NC(=O)c2cc(-c3cccc4c(N)nc(NC(C)(C)C)nc34)[nH]c21,8.115771230367397,7.66,ChEMBL_IC50,IC50,,350.43,3.22,4,5
C[C@H]1C[C@@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cc(OC4CCOCC4)cc3F)n2)C[C@@H](N)[C@H]1S(C)(=O)=O,8.114073660198569,7.69,ChEMBL_IC50,IC50,,618.68,4.63,2,8
O=C1NCCc2[nH]c(-c3cccc4ccc(Nc5cccc(F)c5)nc34)cc21,8.113509274827518,7.7,ChEMBL_IC50,IC50,,372.4,4.4,3,3
Nc1nnc(-c2ccc3[nH]cc(-c4cncc(NCC5CC5)n4)c3c2)s1,8.113227356945561,7.705,ChEMBL_IC50,IC50,,363.45,3.55,3,7
Nc1nnc(-c2ccc3[nH]cc(-c4nccc(N5CCC[C@@H](O)C5)n4)c3c2)o1,8.11198908775497,7.727,ChEMBL_IC50,IC50,,377.41,2.22,3,8
O=C(Nc1c[nH]c2ncccc12)c1cnn2ccc(NCC3CCNCC3)nc12,8.11,7.762471166286928,ChEMBL,Ki,CHEMBL2387470,390.45,2.27,4,7
CC(C)n1cc(-c2cc3c(cn2)cnn3-c2cccc(N3CCCNCC3)n2)cn1,8.11,7.762471166286928,ChEMBL,Ki,CHEMBL3929264,402.51,3.06,1,8
Cc1nc2cccc(-c3cc(C(N)=O)c(C4CC4)[nH]3)c2nc1NC(C)(C)C,8.108462542327436,7.79,ChEMBL_IC50,IC50,,363.47,4.12,3,4
Cc1nc2cccc(-c3cc4c(n3C)C(CO)NC4=O)c2nc1NC(C)(C)C,8.10790539730952,7.8,ChEMBL_IC50,IC50,,379.46,2.93,3,6
Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1CC(C)(C)C,8.10790539730952,7.8,ChEMBL_IC50,IC50,,348.45,3.81,2,3
Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC1(CO)CCC1,8.102372908709558,7.9,ChEMBL_IC50,IC50,,377.45,2.55,4,5
CS[C@H]1[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H]1C,8.100179497572904,7.94,ChEMBL_IC50,IC50,,486.56,5.39,2,5
Cc1nc2cccc(-c3cc4c([nH]3)[C@H](COCc3ccccc3)NC4=O)c2nc1NC(C)(C)C,8.100179497572904,7.94,ChEMBL_IC50,IC50,,455.56,5.15,3,5
CN(C)Cc1nc2c(sc3ccc(-c4ccccc4)cc32)c(=O)[nH]1,8.1,7.943282347242821,ChEMBL,Ki,CHEMBL583273,335.43,3.87,1,4
Cc1cncc(-c2ccc3cnn(-c4cccc(N5CCCNCC5)n4)c3c2)n1,8.1,7.943282347242821,ChEMBL,Ki,CHEMBL4097308,385.48,2.99,1,7
COc1ccccc1-c1ccc(N)c(C(=O)Nc2cnccc2N2CCC[C@H](N)C2)n1,8.1,7.943282347242821,ChEMBL,Ki,CHEMBL3103864,418.5,2.91,3,7
Nc1cc(-c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)ccc2N)ccn1,8.1,7.943282347242821,ChEMBL,Ki,CHEMBL3793927,418.41,3.9,3,6
c1csc(-c2ccc3[nH]nc(-c4cncc(O[C@H]5CNCCC56CC6)n4)c3c2)n1,8.096910013008056,8.0,ChEMBL_IC50,IC50,,404.5,3.66,2,7
N[C@H]1CCCN(c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)C1,8.096910013008056,8.0,ChEMBL_IC50,IC50,,415.47,3.66,2,6
Clc1ccccc1Nc1nc2c(-c3nnc[nH]3)cccc2c2cscc12,8.096910013008056,8.0,ChEMBL_IC50,IC50,,377.86,5.63,2,5
C[C@H]1C[C@@H](c2ccncc2NC(=O)c2ccc(F)c(-c3ccccc3F)n2)C[C@@H](N)[C@H]1O,8.096910013008056,8.0,ChEMBL_IC50,IC50,,438.48,3.88,3,5
Cc1ccc(F)c(-c2cccc(C(=O)Nc3cnccc3[C@@H]3C[C@H](C)C[C@H](N)C3)n2)c1,8.096910013008056,8.0,ChEMBL_IC50,IC50,,418.52,5.07,2,4
O=C1NCCc2[nH]c(-c3cccc4ccc(Nc5ccccc5)nc34)cc21,8.096910013008056,8.0,ChEMBL_IC50,IC50,,354.41,4.26,3,3
NC(=O)c1cccc2c1nc(Nc1ccccc1Cl)c1ccncc12,8.096910013008056,8.0,ChEMBL_IC50,IC50,,348.79,4.28,2,4
C[C@@H]1CN(c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)ccc2N)C[C@@H](N)[C@H]1O,8.096910013008056,8.0,ChEMBL_IC50,IC50,,454.48,2.4,4,7
Cc1ccc(F)cc1Nc1nc2c(-c3nnc[nH]3)cccc2c2cnccc12,8.096910013008056,8.0,ChEMBL_IC50,IC50,,370.39,4.76,2,5
Cc1cc(F)ccc1Nc1nc2c(-c3nnc[nH]3)cccc2c2cnccc12,8.096910013008056,8.0,ChEMBL_IC50,IC50,,370.39,4.76,2,5
CC1CCN(c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)CC1N,8.096910013008056,8.0,ChEMBL_IC50,IC50,,429.5,3.91,2,6
Cc1ccc(F)c(-c2nc(C(=O)Nc3cnccc3[C@H]3C[C@@H](N)[C@@H](O)[C@@H](C)C3)ccc2F)c1,8.096910013008056,8.0,ChEMBL_IC50,IC50,,452.51,4.18,3,5
CCCOc1ccc(F)c(-c2ccc(N)c(C(=O)Nc3cnccc3[C@@H]3CC[C@H](O)[C@H](N)C3)n2)c1,8.096910013008056,8.0,ChEMBL_IC50,IC50,,479.56,3.86,4,7
N[C@H]1CCC[C@@H](c2ccncc2NC(=O)c2cccc(-c3cc(O)ccc3F)n2)C1,8.096910013008056,8.0,ChEMBL_IC50,IC50,,406.46,4.23,3,5
N[C@H]1CCC[C@@H](c2ccncc2NC(=O)c2ccc(F)c(-c3ccc(O)cc3F)n2)C1,8.096910013008056,8.0,ChEMBL_IC50,IC50,,424.45,4.36,3,5
c1cc(-c2nnc[nH]2)c2nc(NC3CC3)c3ccncc3c2c1,8.096910013008056,8.0,ChEMBL_IC50,IC50,,302.34,3.14,2,5
O[C@H]1CCN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C[C@@H]1O,8.096910013008056,8.0,ChEMBL_IC50,IC50,,438.44,2.75,3,8
Nc1ccc(-c2c(F)cccc2F)nc1C(=O)Nc1cnccc1C1=C[C@@H](N)[C@@H](O)CC1,8.096910013008056,8.0,ChEMBL_IC50,IC50,,437.45,3.12,4,6
COc1ncc2cc1NS(=O)(=O)c1ccc(F)c(c1)C(=O)NCc1ccc(s1)-c1ncnc3c(C)c-2sc13,8.094743951251548,8.04,ChEMBL_IC50,IC50,,567.65,4.98,2,9
C=C(c1ccccc1)c1ccc2cccc(-c3cc4c([nH]3)CCNC4=O)c2n1,8.09151498112135,8.1,ChEMBL_IC50,IC50,,365.44,4.58,2,2
NC1CN(c2cccc(-n3ncc4cnc(-c5cnn(CC(F)(F)F)c5)cc43)n2)C1,8.09,8.128305161640995,ChEMBL,Ki,CHEMBL3943778,414.4,2.39,1,8
Cn1ncc(NC(=O)c2csc(-c3c(F)cccc3F)n2)c1N1CCC[C@H](N)CC1,8.09,8.128305161640995,ChEMBL,Ki,CHEMBL4449080,432.5,3.39,2,7
O[C@H]1CCC[C@@H]1Nc1cncc(-c2cc3c(cn2)cnn3-c2cccc(N3CCNCC3)n2)n1,8.09,8.128305161640995,ChEMBL,Ki,CHEMBL3983795,457.54,2.01,3,10
Cc1nc2cccc(-c3cc4c([nH]3)CCCNC4=O)c2nc1NC(C)(C)C,8.089375595110798,8.14,ChEMBL_IC50,IC50,,363.47,3.82,3,4
Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1N[C@H]1C[C@H](NC(=O)OC(C)(C)C)C1,8.086186147616283,8.2,ChEMBL_IC50,IC50,,462.55,3.69,4,6
CNc1nnc(-c2ccc3[nH]cc(-c4cccc(-n5cnc(C)c5)n4)c3c2)s1,8.082022117407092,8.279,ChEMBL_IC50,IC50,,387.47,4.28,2,7
Cc1cncc(-c2cc3c(cn2)cnn3-c2cccc(C3=CCNCC3)n2)n1,8.08,8.317637711026709,ChEMBL,Ki,CHEMBL3973175,369.43,2.96,1,7
NC(=O)Cn1cc(-c2cc3c(cn2)cnn3-c2cccc(N3CCCNCC3)n2)cn1,8.08,8.317637711026709,ChEMBL,Ki,CHEMBL3940227,417.48,0.96,2,9
Cn1cc(-c2cc3c(cn2)cnn3-c2cccc(C3(F)CCCNCC3)n2)cn1,8.07,8.51138038202376,ChEMBL,Ki,CHEMBL3975787,391.45,3.15,1,7
Cc1cc(-c2cc3c(cn2)cnn3-c2cccc(N3CCNCC3)n2)sn1,8.07,8.51138038202376,ChEMBL,Ki,CHEMBL3915323,377.48,2.66,1,8
Cc1nc2cccc(-c3cc4c(n3C)CCNC4=O)c2nc1NC(C)(C)C,8.066512712151294,8.58,ChEMBL_IC50,IC50,,363.47,3.44,2,5
O=C1NCCc2[nH]c(-c3cccc4ccc(Oc5c(F)cccc5Cl)nc34)cc21,8.065501548756432,8.6,ChEMBL_IC50,IC50,,407.83,5.1,2,3
Nc1nnc(-c2ccc3[nH]cc(-c4nccc(N5CCOCC5)n4)c3c2)s1,8.064845552783831,8.613,ChEMBL_IC50,IC50,,379.45,2.56,2,8
Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NCC(C)(C)O,8.060480747381382,8.7,ChEMBL_IC50,IC50,,365.44,2.4,4,5
Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC1CCCOC1,8.060480747381382,8.7,ChEMBL_IC50,IC50,,377.45,2.81,3,5
Cc1cncc(-c2cc3c(cn2)cnn3-c2cccc(C3CNCCC3O)n2)n1,8.06,8.709635899560796,ChEMBL,Ki,CHEMBL3895094,387.45,2.02,2,8
NC(=O)c1cc(Cl)c2c(Cl)c(C#CC3COCCO3)n([C@H]3CCCNC3)c2n1,8.05551732784983,8.8,ChEMBL_IC50,IC50,,423.3,2.13,2,6
O[C@@H]1CCN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C[C@H]1O,8.05551732784983,8.8,ChEMBL_IC50,IC50,,438.44,2.75,3,8
CC(C)(C)Nc1nnc(-c2ccc3[nH]cc(-c4ncc(F)c(C5CC5)n4)c3c2)o1,8.05487622987788,8.813,ChEMBL_IC50,IC50,,392.44,4.9,2,6
COC(=O)N[C@@H]1[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cc(OC(C)C)cc3F)n2)C[C@@H]1C,8.051587034221399,8.88,ChEMBL_IC50,IC50,,571.6,5.17,3,7
O=C1NCCc2[nH]c(-c3cccc4ccc(C5(c6ccccc6)CC5)nc34)cc21,8.050609993355087,8.9,ChEMBL_IC50,IC50,,379.46,4.6,2,2
COC1=NCCc2[nH]c(-c3cccc4nc(C)c(NC(C)(C)C)nc34)cc21,8.050609993355087,8.9,ChEMBL_IC50,IC50,,363.47,4.09,2,5
Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC1CC(F)(F)C1,8.050609993355087,8.9,ChEMBL_IC50,IC50,,383.4,3.43,3,4
Cc1nc2cccc(-c3cc(C(N)=O)n[nH]3)c2nc1NC(C)(C)C,8.050609993355087,8.9,ChEMBL_IC50,IC50,,324.39,2.64,3,5
Cn1ncc(NC(=O)c2nc(-c3c(F)cccc3F)sc2N)c1N1CCC[C@H](NCC(F)(F)F)CC1,8.05,8.91250938133744,ChEMBL,Ki,CHEMBL4449930,529.54,4.17,3,8
CN(C)Cc1ccc(-c2c(-c3cccc(OC(F)(F)F)c3)cc3n2[C@@H](CCN)CNC3=O)cc1,8.045757490560675,9.0,ChEMBL_IC50,IC50,,472.51,4.42,2,5
Cc1nc2cccc(-c3cc4c([nH]3)CCN(CO)C4=O)c2nc1NC(C)(C)C,8.045757490560675,9.0,ChEMBL_IC50,IC50,,379.46,3.09,3,5
N[C@H]1CCC[C@@H](c2ccncc2NC(=O)c2ccc(F)c(-c3cc(O)ccc3F)n2)C1,8.045757490560675,9.0,ChEMBL_IC50,IC50,,424.45,4.36,3,5
CCOc1ccc(F)c(-c2nc(C(=O)Nc3cnccc3[C@@H]3C[C@H](C)C[C@H](N)C3)cs2)c1F,8.045757490560675,9.0,ChEMBL_IC50,IC50,,472.56,5.37,2,6
C[C@@H]1C[C@H](N)CN(c2ccncc2Nc2cccc3cnc(-c4c(F)cccc4F)nc23)C1,8.045757490560675,9.0,ChEMBL_IC50,IC50,,446.51,4.89,2,6
Nc1ccc(-c2c(F)cccc2F)nc1C(=O)Nc1cnccc1C1=CC(N)C(O)CC1,8.045757490560675,9.0,ChEMBL_IC50,IC50,,437.45,3.12,4,6
Clc1ccccc1Nc1nc2c(-c3nnc[nH]3)cccc2c2scnc12,8.045757490560675,9.0,ChEMBL_IC50,IC50,,378.85,5.03,2,6
Cc1cc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1Oc1ccccc1,8.045757490560675,9.0,ChEMBL_IC50,IC50,,369.42,4.62,2,3
NC(=O)c1cc(Cl)c2c(Cl)c(C#CC3CC3)n([C@H]3CCCNC3)c2n1,8.045757490560675,9.0,ChEMBL_IC50,IC50,,377.28,3.13,2,4
Fc1ccc(Nc2nc3c(-c4nnc[nH]4)cccc3c3sccc23)c(Cl)c1,8.045757490560675,9.0,ChEMBL_IC50,IC50,,395.85,5.77,2,5
NCC1CCC(n2c(I)c(Cl)c3c(Cl)cc(C(N)=O)nc32)CC1,8.045757490560675,9.0,ChEMBL_IC50,IC50,,467.14,3.74,2,4
NC1CCN(c2cncc(-c3n[nH]c4ccc(-c5c(F)cccc5F)cc34)n2)CC1,8.045757490560675,9.0,ChEMBL_IC50,IC50,,406.44,3.89,2,5
COCCOc1cc(F)c(-c2nc(C(=O)Nc3cnccc3[C@H]3C[C@@H](N)[C@@H](S(C)(=O)=O)[C@@H](C)C3)ccc2F)c(F)c1,8.042392712939904,9.07,ChEMBL_IC50,IC50,,592.64,4.09,2,8
O=C1NCCc2[nH]c(-c3cccc4ccc(Oc5cccc(F)c5)nc34)cc21,8.040958607678906,9.1,ChEMBL_IC50,IC50,,373.39,4.45,2,3
CS(=O)(=O)c1ccc(-c2ccc3cnc(Nc4cnccc4N4CCC[C@H](N)C4)n3n2)c(F)c1,8.040958607678906,9.1,ChEMBL_IC50,IC50,,481.56,3.0,2,9
c1cc(N2CCCNCC2)nc(-n2ncc3cnc(-c4cncc(C5COC5)c4)cc32)c1,8.04,9.120108393559116,ChEMBL,Ki,CHEMBL3939101,427.51,2.79,1,8
c1cc(N2CCNCC2)nc(-n2ncc3cnc(-c4cncc(C5CC5)c4)cc32)c1,8.04,9.120108393559116,ChEMBL,Ki,CHEMBL3980040,397.49,3.16,1,7
CC(O)C#Cc1c(Cl)c2c(Cl)cc(C(N)=O)nc2n1[C@H]1CCCNC1,8.031517051446064,9.3,ChEMBL_IC50,IC50,,381.26,2.1,3,5
Cc1cncc(-c2cc3c(cn2)cnn3-c2cccc(C3CCCC(N)C3)n2)n1,8.03,9.332543007969925,ChEMBL,Ki,CHEMBL3929011,385.48,3.57,1,7
Cn1cc(-c2cc3c(cn2)cnn3-c2cccc(N3CCNCC(O)C3)n2)cn1,8.03,9.332543007969925,ChEMBL,Ki,CHEMBL3937034,390.45,0.99,2,9
N[C@@H]1C=C(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)CCC1,8.0268721464003,9.4,ChEMBL_IC50,IC50,,418.45,4.71,2,6
C[C@H]1C[C@@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H](N)[C@H]1N=[N+]=[N-],8.02502800570193,9.44,ChEMBL_IC50,IC50,,481.48,5.33,2,5
Cc1cncc(-c2cc3c(ccn3-c3cccc(N4CCCNCC4)n3)cn2)n1,8.02,9.549925860214369,ChEMBL,Ki,CHEMBL4070117,385.48,2.99,1,7
CC(C)c1cncc(-c2cc3c(cn2)cnn3-c2cccc(N3CCC[C@@H](N)C3)n2)c1,8.02,9.549925860214369,ChEMBL,Ki,CHEMBL4110326,413.53,3.93,1,7
OC1CN(c2cccc(-n3ncc4cnc(-c5cnn(CC(F)(F)F)c5)cc43)n2)C1,8.02,9.549925860214369,ChEMBL,Ki,CHEMBL3906850,415.38,2.42,1,8
FC(F)n1cc(-c2cc3c(cn2)cnn3-c2cccc(N3CCCNCC3)n2)cn1,8.02,9.549925860214369,ChEMBL,Ki,CHEMBL3981104,410.43,2.87,1,8
Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NS(C)(=O)=O,8.017728766960431,9.6,ChEMBL_IC50,IC50,,371.42,1.59,3,5
C[C@H]1CCCCN1c1cccc(-c2c[nH]c3ccc(-c4nnc(N)s4)cc23)n1,8.011664044143949,9.735,ChEMBL_IC50,IC50,,390.52,4.71,2,6
Cc1cncc(-c2cc3c(cn2)cnn3-c2cccc(N(C)C)n2)n1,8.01,9.772372209558112,ChEMBL,Ki,CHEMBL3984232,331.38,2.65,0,7
CC(C)(O)C#Cc1c(Cl)c2c(Cl)cc(C(N)=O)nc2n1[C@H]1CCCNC1,8.00436480540245,9.9,ChEMBL_IC50,IC50,,395.29,2.49,3,5
N[C@H]1CCCN(c2ccncc2NC(=O)c2csc(-c3ccccc3F)n2)C1,8.00436480540245,9.9,ChEMBL_IC50,IC50,,397.48,3.52,2,6
CCc1cnc2c(C(=O)Nc3cnccc3N3C[C@H](C)C[C@H](N)C3)c(N)oc2c1,8.0,10.0,ChEMBL,IC50,CHEMBL5940904,394.48,2.79,3,7
CC(C)Nc1ccc(Oc2cc(O)cc(O)c2-c2cc(C(=O)NC3CCN(C)CC3)no2)cc1,8.0,10.0,ChEMBL,IC50,CHEMBL2443139,466.54,4.19,4,8
Fc1ccc(Cl)cc1Nc1nc2c(-c3nnc[nH]3)cccc2c2cnccc12,8.0,10.0,ChEMBL_IC50,IC50,,390.81,5.1,2,5
COCCOc1ccc(Nc2nc3c(-c4nnc[nH]4)cccc3c3cnccc23)c(F)c1,8.0,10.0,ChEMBL_IC50,IC50,,430.44,4.48,2,7
CC(C)c1cnc2c(C(=O)Nc3cnccc3N3C[C@@H](N)[C@H](O)[C@@H](C4CC4)C3)c(N)oc2c1,8.0,10.0,ChEMBL,IC50,CHEMBL5949518,450.54,2.72,4,8
O=c1[nH]c(CN2CC[C@H](O)C2)nc2c1sc1ccc(-c3ccccc3)cc12,8.0,10.0,ChEMBL,Ki,CHEMBL572781,377.47,3.37,2,5
C[C@H]1C[C@@H](c2ccncc2NC(=O)c2nc(C3CCCCC3)ccc2N)C[C@@H](N)[C@@H]1O,8.0,10.0,ChEMBL_IC50,IC50,,423.56,3.56,4,6
CN(C)c1ccc(Oc2cc(O)cc(O)c2-c2cc(C(=O)NC3CCN(C4CCC5(CC4)OCCO5)CC3)no2)cc1,8.0,10.0,ChEMBL,IC50,CHEMBL2443026,578.67,4.49,3,10
CCCc1cnc2c(C(=O)Nc3cnccc3N3C[C@@H](N)[C@@](C)(O)[C@@H](C)C3)c(N)oc2c1,8.0,10.0,ChEMBL,IC50,CHEMBL5989923,438.53,2.54,4,8
Cc1nc2cccc(-c3cc4c([nH]3)[C@@H](C)NC4=O)c2nc1N[C@H]1CCC[C@@H](NC(=O)[C@@H](CO)NC(=O)OC(C)(C)C)C1,8.0,10.0,ChEMBL_IC50,IC50,,577.69,3.46,6,8
CC(C)c1cnc2c(C(=O)Nc3cnccc3N3C[C@@H](N)[C@H](O)[C@@H](C)C3)c(N)sc2c1,8.0,10.0,ChEMBL,IC50,CHEMBL5954590,440.57,2.79,4,8
CN1CCC(NC(=O)c2cc(-c3c(O)cc(O)cc3Oc3ccc(N(C)C)cc3)on2)CC1,8.0,10.0,ChEMBL,IC50,CHEMBL2443138,452.51,3.44,3,8
Nc1oc2cc(CCN3CC[C@@H](F)C3)cnc2c1C(=O)Nc1cnccc1N1C[C@@H](N)C[C@@H](C(F)(F)F)C1,8.0,10.0,ChEMBL,IC50,CHEMBL5756298,535.55,3.36,3,8
NC(=O)c1cccc2c1nc(Nc1ccccc1F)c1ccncc12,8.0,10.0,ChEMBL_IC50,IC50,,332.34,3.76,2,4
C#Cc1cccc(Nc2nc3c(-c4nnc[nH]4)cccc3c3cnccc23)c1,8.0,10.0,ChEMBL_IC50,IC50,,362.4,4.29,2,5
C[C@H]1CN(c2ccncc2NC(=O)c2c(N)oc3cc(C4CCC4)cnc23)C[C@@H](N)[C@@H]1O,8.0,10.0,ChEMBL,IC50,CHEMBL5937446,436.52,2.47,4,8
CC(C)c1cnc2c(C(=O)Nc3cnccc3C3C[C@H](C)C[C@H](N)C3)c(N)oc2c1,8.0,10.0,ChEMBL,IC50,CHEMBL5841354,407.52,4.41,3,6
NC(=O)c1cc(Cl)c2c(Cl)c(I)n(C3CCCC(N)C3)c2n1,8.0,10.0,ChEMBL_IC50,IC50,,453.11,3.49,2,4
