smiles,pIC50,IC50_nM,source,activity_type,chembl_id,MW,LogP,HBD,HBA
COCOc1c(/C=C2\SC(=O)NC2=O)cccc1C(F)(F)F,5.823908740944319,1500.0,ChEMBL_IC50,IC50,,333.29,3.01,1,5
N[C@H]1C[C@H](O)CN(c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)C1,5.823330067331851,1502.0,ChEMBL_IC50,IC50,,431.47,2.63,3,7
O=C(O)CSc1ncnc2cc(-c3cc4ccccc4s3)sc12,5.82,1513.5612484362073,ChEMBL,Kd,CHEMBL4752776,358.47,4.75,1,6
CCCCOc1cnc(-c2c[nH]c3ccc(-c4nnc(N)s4)cc23)cn1,5.8105574135914,1546.83,ChEMBL_IC50,IC50,,366.45,3.9,2,7
CNc1nnc(-c2ccc3[nH]cc(-c4ccc(F)cc4F)c3c2)s1,5.808993568372868,1552.41,ChEMBL_IC50,IC50,,342.37,4.67,2,4
Cn1cc(-c2cc3c(cn2)cnn3-c2cn(C)c(=O)c(N3CCC[C@H](N)C3)n2)cn1,5.8,1584.893192461114,ChEMBL,Ki,CHEMBL3939742,405.47,0.84,1,10
Nc1nccnc1C(=O)Nc1cnccc1N1CCCCC1,5.8,1584.893192461114,ChEMBL,Ki,CHEMBL3103876,298.35,1.7,2,6
CN(C)CCNc1cncc(-c2ccc3[nH]cc(-c4ccc(F)cc4)c3c2)n1,5.790484985457369,1620.0,ChEMBL_IC50,IC50,,375.45,4.4,2,4
CNc1nnc(-c2ccc3[nH]cc(-c4cnc5ccccc5c4)c3c2)s1,5.787812395596042,1630.0,ChEMBL_IC50,IC50,,357.44,4.94,2,5
Clc1cccc(-c2cnn3ccc(NCC4CCOCC4)nc23)c1,5.785156151952302,1640.0,ChEMBL_IC50,IC50,,342.83,3.89,1,5
CC(C)N1CCOc2c1cnn1c(-c3ccc4cccc(NCC5CCNCC5)c4n3)nnc21,5.782516055786093,1650.0,ChEMBL_IC50,IC50,,458.57,3.36,2,9
COc1ccc2nc(N3CCOCC3)c(-c3cc(-c4cccc(O)c4)[nH]c(=O)c3C#N)cc2c1,5.779891911959945,1660.0,ChEMBL_IC50,IC50,,454.49,3.68,2,7
Cc1nc2cccc(-c3cc4c(=O)[nH]cnc4[nH]3)c2nc1F,5.772113295386326,1690.0,ChEMBL_IC50,IC50,,295.28,2.31,2,4
NC1CCN(c2nnc(-c3ccc4[nH]cc(-c5ccccc5F)c4c3)s2)CC1,5.770277212578289,1697.16,ChEMBL_IC50,IC50,,393.49,4.42,2,5
O=C(O)/C=C/c1cccc(-c2cncc(N3CCOCC3)n2)c1,5.769551078621726,1700.0,ChEMBL_IC50,IC50,,311.34,2.08,1,5
CC(C)NCc1ccc(Nc2cc(-c3ccc(-c4ccc(O)cc4O)cc3)[nH]n2)cc1,5.764471553092451,1720.0,ChEMBL_IC50,IC50,,414.51,5.4,5,5
OCC(O)COc1cccc2ccc(-c3nnc4ccccn34)nc12,5.76421912967244,1721.0,ChEMBL_IC50,IC50,,336.35,1.68,2,7
c1cc(OCc2ccncc2)c2nc(-c3nnc4ccccn34)ccc2c1,5.760950906859809,1734.0,ChEMBL_IC50,IC50,,353.39,3.92,0,6
COc1cccc(-c2nc3c(oc4ccc(Br)cc43)c(=O)[nH]2)c1Cl,5.759201228882668,1741.0,ChEMBL_IC50,IC50,,405.64,4.76,1,4
Cc1ccc(C(C)C)c(O)c1/C=N/N=C1/SC(CC(=O)O)C(=O)N1c1cccc2ccccc12,5.758702612890007,1743.0,ChEMBL_IC50,IC50,,475.57,5.29,2,6
Fc1ccn2c(-c3ccc4cccc(OC5CCNCC5F)c4n3)nnc2c1,5.7544873321858505,1760.0,ChEMBL_IC50,IC50,,381.39,3.16,1,6
Nc1nnc(-c2ccc3[nH]cc(-c4cncc(C(=O)N5CCOCC5)c4)c3c2)o1,5.750241702682064,1777.29,ChEMBL_IC50,IC50,,390.4,2.33,2,7
Cc1cn([C@H](C)[C@@]2(F)CCNC2)c2nc(C(N)=O)cc(Cl)c12,5.749579997691106,1780.0,ChEMBL_IC50,IC50,,324.79,2.36,2,4
Cc1ccc(-c2c[nH]c3ccc(-c4cncc(NCCN(C)C)n4)cc23)cc1,5.7447274948966935,1800.0,ChEMBL_IC50,IC50,,371.49,4.57,2,4
CC(=O)c1cccc(-c2cnc3ccc(NCC4CC4)nn23)c1,5.7447274948966935,1800.0,ChEMBL_IC50,IC50,,306.37,3.42,1,5
CNc1nnc(-c2ccc3[nH]cc(-c4ccc5c(c4)OC(C)(C)C5)c3c2)s1,5.734936775542396,1841.04,ChEMBL_IC50,IC50,,376.49,5.11,2,5
CCO[C@@H]1[C@H](C)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H]1N,5.721246399047171,1900.0,ChEMBL_IC50,IC50,,484.52,5.06,2,5
NC(=O)c1ccc(-c2c[nH]c3ncnc(NCCO)c23)cc1,5.721246399047171,1900.0,ChEMBL_IC50,IC50,,297.32,1.13,4,5
NC1CCCN(c2ccncc2Nc2cccc3cnc(-c4nccs4)nc23)C1,5.721246399047171,1900.0,ChEMBL_IC50,IC50,,403.52,3.82,2,8
CCN1CCOc2c1cnn1c(-c3ccc4cccc(NCC5CCNCC5)c4n3)nnc21,5.714442690992226,1930.0,ChEMBL_IC50,IC50,,444.54,2.97,2,9
C[C@H]1C[C@@H](N)C[C@@H](c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)ccc2F)C1,5.710634048479968,1947.0,ChEMBL_IC50,IC50,,440.47,5.04,2,4
CNc1nnc(-c2ccc3[nH]cc(-c4ccccc4)c3c2)s1,5.710384295027886,1948.12,ChEMBL_IC50,IC50,,306.39,4.4,2,4
Cc1c(-c2ccc(N3CCN(C)CC3)cc2)n(C)c2nc(C(N)=O)cc(Cl)c12,5.709965388637482,1950.0,ChEMBL_IC50,IC50,,397.91,3.05,1,5
FC(F)(F)c1cccc(-c2cnn3ccc(NCC4CCOCC4)nc23)c1,5.705533773838407,1970.0,ChEMBL_IC50,IC50,,376.38,4.25,1,5
c1cc(Oc2ccncc2)c2nc(-c3nnc4ccccn34)ccc2c1,5.700274846024363,1994.0,ChEMBL_IC50,IC50,,339.36,4.13,0,6
NCC(=O)N1CCN(c2ccncc2NC(=O)c2nccnc2N)CC1,5.7,1995.2623149688789,ChEMBL,Ki,CHEMBL3103878,356.39,-0.69,3,8
C[C@@H]1C[C@H](N)CN(c2ccncc2NC(=O)c2ccc3occ(-c4cc(F)nc(F)c4)c3n2)C1,5.699,2000.0000000000002,ChEMBL,IC50,CHEMBL5997549,464.48,3.99,2,7
N[C@H]1CCCN(c2c(NC(=O)c3csc(-c4c(F)cccc4F)n3)cnc3sccc23)C1,5.699,2000.0000000000002,ChEMBL,IC50,CHEMBL5999860,471.56,4.88,2,7
C[C@@H]1C[C@H](N)CN(c2ccncc2NC(=O)c2ccc3occ(-c4cnoc4)c3n2)C1,5.699,2000.0000000000002,ChEMBL,IC50,CHEMBL5802179,418.46,3.3,2,8
O=C(Cc1cccc(OCCCC2CCNCC2)c1)Nc1nc(-c2c[nH]c3ncccc23)cs1,5.699,2000.0000000000002,ChEMBL,Ki,CHEMBL4245242,475.62,5.03,3,6
CS(=O)(=O)Nc1cccc(CC(=O)Nc2nc(-c3c[nH]c4ncccc34)cs2)c1,5.699,2000.0000000000002,ChEMBL,Ki,CHEMBL4249925,427.51,3.24,3,6
C[C@@H]1C[C@H](N)CN(c2ccncc2NC(=O)c2ccc3occ(-c4cncnc4)c3n2)C1,5.699,2000.0000000000002,ChEMBL,IC50,CHEMBL5842321,429.48,3.11,2,8
C[C@@H]1C[C@H](N)CN(c2ccncc2NC(=O)c2ccc3scc(-c4cnn(C)c4)c3n2)C1,5.699,2000.0000000000002,ChEMBL,IC50,CHEMBL5949278,447.57,3.52,2,8
N[C@H]1CCCN(c2c(NC(=O)c3csc(-c4c(F)cccc4F)n3)cnc3c2CCC3O)C1,5.699,2000.0000000000002,ChEMBL,IC50,CHEMBL5914783,471.53,3.64,3,7
N[C@H]1CCCN(c2c(NC(=O)c3csc(-c4c(F)cccc4F)n3)cnc3ccsc23)C1,5.699,2000.0000000000002,ChEMBL,IC50,CHEMBL5871571,471.56,4.88,2,7
N[C@H]1CCCN(c2c(NC(=O)c3csc(-c4c(F)cccc4F)n3)cnc3c2CC[C@H]3O)C1,5.699,2000.0000000000002,ChEMBL,IC50,CHEMBL5976325,471.53,3.64,3,7
Nc1sc(-c2c(F)cccc2F)nc1C(=O)Nc1cnc2[nH]ncc2c1N1CCC[C@H](N)C1,5.699,2000.0000000000002,ChEMBL,IC50,CHEMBL6034142,470.51,3.12,4,8
N[C@H]1CCCN(c2c(NC(=O)c3csc(-c4c(F)cccc4F)n3)cnc3[nH]ccc23)C1,5.699,2000.0000000000002,ChEMBL,IC50,CHEMBL5942403,454.51,4.14,3,6
Nc1sc(-c2c(F)cccc2F)nc1C(=O)Nc1cnc2c(c1N1CC[C@@H](O)[C@@H](N)C1)CCC2,5.699,2000.0000000000002,ChEMBL,IC50,CHEMBL5872221,486.55,2.7,4,8
N[C@H]1CCCN(c2c(NC(=O)c3csc(-c4c(F)cccc4F)n3)cnc3c2CCC3)C1,5.699,2000.0000000000002,ChEMBL,IC50,CHEMBL5931054,455.53,4.15,2,6
Nc1sc(-c2c(F)cccc2F)nc1C(=O)Nc1cnc2c(c1N1CC[C@H](O)[C@@H](N)C1)CCC2,5.699,2000.0000000000002,ChEMBL,IC50,CHEMBL5989528,486.55,2.7,4,8
N[C@H]1CCCN(c2c(NC(=O)c3csc(-c4c(F)cccc4F)n3)cnc3c2CC[C@@H]3O)C1,5.699,2000.0000000000002,ChEMBL,IC50,CHEMBL5846972,471.53,3.64,3,7
C[C@H]1CN(c2ccncc2NC(=O)c2ccc3occ(C4CCN(C)CC4)c3n2)C[C@@H](N)[C@@H]1O,5.699,2000.0000000000002,ChEMBL,IC50,CHEMBL5870619,464.57,2.43,3,8
Nc1sc2cccnc2c1C(=O)Nc1cnccc1N1CCCNCC1,5.699,2000.0000000000002,ChEMBL,IC50,CHEMBL5926837,368.47,2.33,3,7
Nc1sc2ccc(Cl)nc2c1C(=O)Nc1cnccc1N1CCC[C@H](N)C1,5.699,2000.0000000000002,ChEMBL,IC50,CHEMBL6021504,402.91,3.11,3,7
Cn1ncc(NC(=O)c2c(N)sc3cccnc23)c1N1CCC[C@@H](N)C1,5.699,2000.0000000000002,ChEMBL,IC50,CHEMBL5825856,371.47,1.79,3,8
Cn1ncc(NC(=O)c2c(N)sc3ccc(-c4ccccc4)nc23)c1N1CCCC(N)CC1,5.699,2000.0000000000002,ChEMBL,IC50,CHEMBL5954933,461.6,3.85,3,8
CS(=O)(=O)c1cc(F)c(-c2nc(C(=O)Nc3cnc4c(c3N3CCC[C@H](N)C3)CC[C@@H]4O)ccc2F)c(F)c1,5.699,2000.0000000000002,ChEMBL,IC50,CHEMBL5848856,561.59,3.12,3,8
Nc1sc2cc(OC3CC3)cnc2c1C(=O)Nc1cnccc1N1CCC[C@H](N)C1,5.699,2000.0000000000002,ChEMBL,IC50,CHEMBL5920160,424.53,2.99,3,8
COc1ccc(-c2cc3nc(C(=O)Nc4cnccc4N4C[C@H](C)C[C@H](N)C4)ccc3o2)cn1,5.699,2000.0000000000002,ChEMBL,IC50,CHEMBL6038876,458.52,3.72,2,8
C[C@@H]1C[C@H](N)CN(c2ccncc2NC(=O)c2ccc3oc(-c4c(F)cccc4F)cc3n2)C1,5.699,2000.0000000000002,ChEMBL,IC50,CHEMBL5874173,463.49,4.59,2,6
COc1ccc(-c2cc3nc(C(=O)Nc4cnccc4N4C[C@@H](N)[C@H](O)[C@@H](C)C4)ccc3o2)cn1,5.699,2000.0000000000002,ChEMBL,IC50,CHEMBL5886424,474.52,2.69,3,9
Cn1ncc(NC(=O)c2c(N)oc3cccnc23)c1N1CCCC(N)CC1,5.699,2000.0000000000002,ChEMBL,IC50,CHEMBL5842368,369.43,1.71,3,8
CC(C)N1CC(c2cnc3c(C(=O)Nc4cnccc4N4CCC[C@H](N)C4)c(N)sc3c2)C1,5.699,2000.0000000000002,ChEMBL,IC50,CHEMBL5907070,465.63,3.26,3,8
Nc1sc2cccnc2c1C(=O)Nc1cnccc1N1CCC[C@@H](N)C1,5.699,2000.0000000000002,ChEMBL,IC50,CHEMBL5799636,368.47,2.45,3,7
C[C@@H]1C[C@H](N)CN(c2ccncc2NC(=O)c2ccc3occ(-c4cncc(C#N)c4)c3n2)C1,5.699,2000.0000000000002,ChEMBL,IC50,CHEMBL5897099,453.51,3.58,2,8
Nc1sc2cccnc2c1C(=O)Nc1cnccc1N1CCCC(N)CC1,5.699,2000.0000000000002,ChEMBL,IC50,CHEMBL5779508,382.49,2.84,3,7
Cc1ccnc2c(C(=O)Nc3cnccc3N3CCC[C@H](N)C3)c(N)oc12,5.699,2000.0000000000002,ChEMBL,IC50,CHEMBL5814480,366.43,2.29,3,7
C[C@H]1CN(c2ccncc2NC(=O)c2ccc3oc(-c4c(F)cccc4F)cc3n2)C[C@@H](N)[C@@H]1O,5.699,2000.0000000000002,ChEMBL,IC50,CHEMBL6040144,479.49,3.56,3,7
Cc1noc(C)c1-c1cnc2c(C(=O)Nc3cnccc3N3CCC[C@H](N)C3)c(N)sc2c1,5.699,2000.0000000000002,ChEMBL,IC50,CHEMBL5967689,463.57,3.73,3,9
C[C@@H]1C[C@H](N)CN(c2ccncc2NC(=O)c2ccc3occ(C4CCN(C)CC4)c3n2)C1,5.699,2000.0000000000002,ChEMBL,IC50,CHEMBL5908968,448.57,3.46,2,7
Cc1ccc2sc(N)c(C(=O)Nc3cnccc3N3CCC[C@H](N)C3)c2n1,5.699,2000.0000000000002,ChEMBL,IC50,CHEMBL6018833,382.49,2.76,3,7
N[C@H]1CCCN(c2ccncc2Nc2cccc3cnc(-c4cccc(-c5nccs5)c4)nc23)C1,5.698970004336019,2000.0,ChEMBL_IC50,IC50,,479.61,5.49,2,8
N[C@H]1CCCN(c2ccn3ncc(-c4cccc(Cl)c4)c3n2)C1,5.697885623043799,2005.0,ChEMBL_IC50,IC50,,327.82,2.98,1,5
c1cc(N[C@@H]2CCNC2)c2nc(-c3nnc4ccccn34)ccc2c1,5.694433686484696,2021.0,ChEMBL_IC50,IC50,,330.4,2.72,2,6
C[C@]1(O)CC[C@H](Nc2ccn3ncc(-c4cccc(OC(F)(F)F)c4)c3n2)CC1,5.690369832574102,2040.0,ChEMBL_IC50,IC50,,406.41,4.4,2,6
CN1CCN(Cc2ccc(NC(=O)c3n[nH]cc3Nc3ncnc4[nH]ccc34)cc2)CC1,5.686132779630847,2060.0,ChEMBL_IC50,IC50,,431.5,2.42,4,7
O=S1(=O)CCC(CNc2ccn3ncc(-c4cccc(Cl)c4)c3n2)CC1,5.684029654543083,2070.0,ChEMBL_IC50,IC50,,390.9,3.29,1,6
FC(F)(F)c1ccc(-c2c[nH]c3ccc(-c4cncc(N5CCNCC5)n4)cc23)cc1,5.673664139071248,2120.0,ChEMBL_IC50,IC50,,423.44,4.72,2,4
CN1CCOc2c1cnn1c(-c3ccc4cccc(N5CCC(N)CC5)c4n3)nnc21,5.669586226650809,2140.0,ChEMBL_IC50,IC50,,416.49,2.1,1,9
CN(C)CCNc1cncc(-c2ccc3[nH]cc(-c4ccc(S(C)(=O)=O)cc4)c3c2)n1,5.665546248849069,2160.0,ChEMBL_IC50,IC50,,435.55,3.67,2,6
CC(=O)Nc1cccc(CNc2nnc(-c3ccc4[nH]cc(-c5ccccc5F)c4c3)s2)c1,5.6639968154492255,2167.72,ChEMBL_IC50,IC50,,457.53,6.06,3,5
Cn1ncc(-c2cc3c(cn2)cnn3-c2ccccc2F)c1Cl,5.66,2187.761623949552,ChEMBL,Ki,CHEMBL3945513,327.75,3.61,0,5
O=C(O)/C=C/c1cccc(-c2cnccn2)c1,5.657577319177793,2200.0,ChEMBL_IC50,IC50,,226.24,2.24,1,3
O=C1NC(=O)/C(=C/c2cccc(OC(F)(F)C(F)F)c2)S1,5.657577319177793,2200.0,ChEMBL_IC50,IC50,,321.25,3.25,1,4
O=C(CC1CNC(=O)c2cc(-c3ccc(F)c(F)c3)cn21)NCc1ccco1,5.653255945395151,2222.0,ChEMBL_IC50,IC50,,385.37,3.02,2,4
CN(C)CCNc1cncc(-c2ccc3[nH]cc(-c4cccc(C(F)(F)F)c4)c3c2)n1,5.645891560852599,2260.0,ChEMBL_IC50,IC50,,425.46,5.28,2,4
Cc1cncc(-c2cc3c(cn2)cnn3-c2cc(N3CCC[C@H](N)C3)c(=O)n(C)c2)n1,5.64,2290.867652767775,ChEMBL,Ki,CHEMBL3897351,416.49,1.81,1,9
O=C1NC(=O)/C(=C/c2ccc(F)cc2)S1,5.638272163982407,2300.0,ChEMBL_IC50,IC50,,223.23,2.15,1,3
NCCCNc1ccn2ncc(-c3ccc4ccccc4c3)c2n1,5.637894680706227,2302.0,ChEMBL_IC50,IC50,,317.4,3.31,2,5
O=c1[nH]c(-c2ccccc2Cl)nc2c1oc1ccc(C(F)(F)F)cc12,5.632644078973981,2330.0,ChEMBL_IC50,IC50,,364.71,5.01,1,3
O=c1[nH]c(-c2ccccc2Cl)nc2c1oc1cc(O)ccc12,5.62397081827182,2377.0,ChEMBL_IC50,IC50,,312.71,3.7,2,4
Nc1nnc(-c2ccc3[nH]cc(-c4cnc(N5CCOCC5)cn4)c3c2)s1,5.618924648669076,2404.78,ChEMBL_IC50,IC50,,379.45,2.56,2,8
O=C(CC1CNC(=O)c2cc(-c3cc(Cl)ccc3F)cn21)NCc1ccco1,5.618704376996174,2406.0,ChEMBL_IC50,IC50,,401.83,3.53,2,4
O=C(CC1CNC(=O)c2cc(-c3cccc(F)c3)cn21)NCC1CCCCC1,5.609064892896621,2460.0,ChEMBL_IC50,IC50,,383.47,3.67,2,3
COc1ccc(/C=C/C(=O)CC2(O)C(=O)Nc3cc(Br)ccc32)cc1,5.609064892896621,2460.0,ChEMBL_IC50,IC50,,402.24,3.27,2,4
CN1CCOc2c1cnn1c(-c3ccc4cccc(NC5CCOCC5)c4n3)nnc21,5.607303046740334,2470.0,ChEMBL_IC50,IC50,,417.47,2.76,1,9
c1cc(O[C@@H]2CCNC2)c2nc(-c3nnc4ccccn34)ccc2c1,5.607303046740334,2470.0,ChEMBL_IC50,IC50,,331.38,2.69,1,6
Cc1cc(F)c(-c2nc(C(=O)Nc3cnccc3[C@H]3C[C@@H](C)[C@@H](OCCS(C)(=O)=O)[C@@H](N)C3)ccc2F)c(F)c1,5.605005790081489,2483.1,ChEMBL_IC50,IC50,,576.64,4.39,2,7
COc1ccc(/C=C2\SC(=O)NC2=O)cc1OC,5.6020599913279625,2500.0,ChEMBL_IC50,IC50,,265.29,2.03,1,5
NC1CC(N)CN(c2ccncc2Nc2cccc3cnc(-c4c(F)cccc4F)nc23)C1,5.6020599913279625,2500.0,ChEMBL_IC50,IC50,,447.49,3.58,3,7
COC(=O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc12,5.602,2499.9999999999995,ChEMBL,IC50,CHEMBL1649759,363.8,4.97,1,5
Clc1cccc(Nc2nc3ccccc3c3cnccc23)c1,5.602,2499.9999999999995,ChEMBL,IC50,CHEMBL1649762,305.77,5.18,1,3
NC(=O)c1ccc2nc(Nc3cccc(Cl)c3)c3ccncc3c2c1,5.602,2499.9999999999995,ChEMBL,IC50,CHEMBL1915419,348.79,4.28,2,4
CN(C)C(=O)c1cccc2c1nc(Nc1cccc(Cl)c1)c1ccncc12,5.602,2499.9999999999995,ChEMBL,IC50,CHEMBL1915423,376.85,4.88,1,4
COCC(=O)Nc1cccc(CNc2nnc(-c3ccc4[nH]cc(-c5ccccc5F)c4c3)s2)c1,5.599677916395201,2513.75,ChEMBL_IC50,IC50,,487.56,5.69,3,6
CN(C)CCNc1cncc(-c2ccc3[nH]cc(-c4ccc(C#N)cc4)c3c2)n1,5.5951662833800615,2540.0,ChEMBL_IC50,IC50,,382.47,4.14,2,5
CNc1nnc(-c2ccc3[nH]cc(-c4csc(-c5ccoc5)n4)c3c2)s1,5.5791781779959315,2635.25,ChEMBL_IC50,IC50,,379.47,5.11,2,7
Cc1n[nH]c2ccc(-c3cn[nH]c3)cc12,5.57,2691.534803926914,ChEMBL,Ki,CHEMBL3634789,198.23,2.26,2,2
CC(=O)N[C@@H]1[C@H](C)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H]1N,5.568636235841013,2700.0,ChEMBL_IC50,IC50,,497.52,4.16,3,5
Nc1ncc(-c2ccc3[nH]cc(-c4cnc5ccccc5c4)c3c2)s1,5.567030709125595,2710.0,ChEMBL_IC50,IC50,,342.43,5.09,2,4
CN(C)CCNc1cncc(-c2ccc3[nH]cc(-c4cccc(OC(F)(F)F)c4)c3c2)n1,5.555955204081924,2780.0,ChEMBL_IC50,IC50,,441.46,5.16,2,5
CC(C)Nc1ccc2cnn(-c3cncc(-c4ccc(C(=O)O)c(F)c4)n3)c2c1,5.552841968657781,2800.0,ChEMBL_IC50,IC50,,391.41,4.14,2,6
CC(=O)N(C)[C@@H]1[C@H](N)CN(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H]1C,5.552841968657781,2800.0,ChEMBL_IC50,IC50,,512.54,3.44,2,6
CSc1nnc(-c2ccc3[nH]cc(-c4cccc(N5CCOCC5)n4)c3c2)s1,5.55000969740688,2818.32,ChEMBL_IC50,IC50,,409.54,4.31,1,7
Fc1ccc2nnc(-c3ccc4cccc(OC5CCNCC5F)c4n3)n2c1,5.542723813938674,2866.0,ChEMBL_IC50,IC50,,381.39,3.16,1,6
CN1CCC(Nc2cccc3ccc(-c4nnc5c6c(cnn45)N(C)CCO6)nc23)CC1,5.542118103266008,2870.0,ChEMBL_IC50,IC50,,430.52,2.67,1,9
c1cc(N2CCCNCC2)nc(-n2ncc3cnc(-c4cnn(CC5COC5)c4)cc32)c1,5.54,2884.031503126606,ChEMBL,Ki,CHEMBL3985113,430.52,2.13,1,9
Cn1cc(-c2ccc3oc(C(=O)O)cc3c2)cn1,5.5376020021010435,2900.0,ChEMBL_IC50,IC50,,242.23,2.53,1,4
Cc1ccn(-c2cnc(-c3c[nH]c4ccc(-c5nnc(N)s5)cc34)cn2)n1,5.537051246750096,2903.68,ChEMBL_IC50,IC50,,374.43,3.22,2,8
O=c1[nH]cnc2c1oc1ccc(Br)cc12,5.528268348519949,2963.0,ChEMBL_IC50,IC50,,265.07,2.43,1,3
Brc1nnc(-c2ccc3[nH]cc(-c4cccc(N5CCOCC5)n4)c3c2)s1,5.523,3000.0000000000014,ChEMBL,IC50,CHEMBL3958501,442.34,4.35,1,6
Nc1nnc(-c2ccc3[nH]cc(-c4cccc(O)n4)c3c2)s1,5.523,3000.0000000000014,ChEMBL,IC50,CHEMBL3977572,309.35,3.04,3,6
CNc1ccc(CNc2nnc(-c3ccc4[nH]cc(-c5ccc(F)cc5F)c4c3)s2)cc1,5.523,3000.0000000000014,ChEMBL,IC50,CHEMBL3901121,447.51,6.29,3,5
CNc1nnc(-c2ccc3[nH]cc(-c4cccc(C(F)(F)F)c4)c3c2)s1,5.523,3000.0000000000014,ChEMBL,IC50,CHEMBL3955578,374.39,5.41,2,4
CNc1nnc(-c2ccc3[nH]cc(-c4cccc(-c5ccccc5)c4)c3c2)s1,5.523,3000.0000000000014,ChEMBL,IC50,CHEMBL3939931,382.49,6.06,2,4
Fc1ccccc1-c1c[nH]c2ccc(-c3nnc(NCc4ccccc4)s3)cc12,5.523,3000.0000000000014,ChEMBL,IC50,CHEMBL3975438,400.48,6.1,2,4
CNc1nnc(-c2ccc3[nH]cc(-c4cccc(OC(F)(F)F)c4)c3c2)s1,5.523,3000.0000000000014,ChEMBL,IC50,CHEMBL3916044,390.39,5.29,2,5
CC(=O)Nc1ccc(CNc2nnc(-c3ccc4[nH]cc(-c5ccc(F)cc5F)c4c3)s2)cc1,5.523,3000.0000000000014,ChEMBL,IC50,CHEMBL3892162,475.52,6.2,3,5
NC(=O)c1nnc(-c2ccc3[nH]cc(-c4cccc(N5CCOCC5)n4)c3c2)s1,5.523,3000.0000000000014,ChEMBL,IC50,CHEMBL3957081,406.47,2.68,2,7
Oc1nnc(-c2ccc3[nH]cc(-c4ccc(F)cc4F)c3c2)s1,5.523,3000.0000000000014,ChEMBL,IC50,CHEMBL3902931,329.33,4.34,2,4
Cc1[nH]c2ccc(CNc3nnc(-c4ccc5[nH]cc(-c6ccc(F)cc6F)c5c4)s3)cc2c1C,5.523,3000.0000000000014,ChEMBL,IC50,CHEMBL3961142,485.56,7.34,3,4
CNc1nnc(-c2ccc3[nH]cc(-c4cccc(OC)c4)c3c2)s1,5.523,3000.0000000000014,ChEMBL,IC50,CHEMBL3942045,336.42,4.4,2,5
Fc1cccc(F)c1-c1ccc2[nH]nc(-c3cncc(N4CCCCC4)n3)c2c1,5.522878745280337,3000.0,ChEMBL_IC50,IC50,,391.43,4.96,1,4
CN1CCOc2c1cnn1c(-c3ccc4c(F)ccc(NCC5(F)CCNCC5)c4n3)nnc21,5.521433504406157,3010.0,ChEMBL_IC50,IC50,,466.5,2.81,2,9
Fc1ccccc1-c1c[nH]c2ccc(-c3nnc(NCc4cccc5[nH]ccc45)s3)cc12,5.519846399565883,3021.02,ChEMBL_IC50,IC50,,439.52,6.59,3,4
O=C(CC1CNC(=O)c2cc(-c3ccccc3F)cn21)NCC1CCCCC1,5.505845405981558,3120.0,ChEMBL_IC50,IC50,,383.47,3.67,2,3
O=C(CC1CNC(=O)c2cc(-c3cccc(C(F)(F)F)c3)cn21)NCC1CCOCC1,5.504455662453552,3130.0,ChEMBL_IC50,IC50,,435.45,3.39,2,4
O=C(O)/C=C/c1cccc(-c2cncc(N3CCCCCC3)n2)c1,5.481486060122113,3300.0,ChEMBL_IC50,IC50,,323.4,3.62,1,4
CN(C)Cc1ccc(-c2c(-c3ccc(N4CCN(C)CC4)cc3)n(C)c3nccc(Cl)c23)cc1,5.481486060122113,3300.0,ChEMBL_IC50,IC50,,474.05,5.37,0,5
CN1CCOc2c1cnn1c(-c3ccc4cccc(NC5CCCCC5)c4n3)nnc21,5.47755576649368,3330.0,ChEMBL_IC50,IC50,,415.5,3.91,1,8
O=c1[nH]c(-c2c(F)cccc2Cl)nc2c1oc1ccc(C3CC3)cc12,5.47755576649368,3330.0,ChEMBL_IC50,IC50,,354.77,5.01,1,3
CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,5.468521082957745,3400.0,ChEMBL_IC50,IC50,,506.61,4.94,1,8
N#Cc1ccc2oc3c(=O)[nH]c(-c4ccccc4Cl)nc3c2c1,5.464832514885056,3429.0,ChEMBL_IC50,IC50,,321.72,3.86,1,4
CN1CCOc2c1cnn1c(-c3ccc4c(F)c(F)cc(NCC5(F)CCNCC5)c4n3)nnc21,5.444905551421681,3590.0,ChEMBL_IC50,IC50,,484.49,2.95,2,9
CN1CCN(c2ccc(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3C)CCC4)cc2)CC1,5.443818153347089,3599.0,ChEMBL_IC50,IC50,,432.53,1.96,2,8
N[C@@H]1CCCN(c2ccncc2Nc2cccc3cnc(-c4c(F)cccc4F)nc23)C1,5.443697499232712,3600.0,ChEMBL_IC50,IC50,,432.48,4.64,2,6
Fc1ccccc1-c1cccc(CNc2cnccc2OC2CCNCC2)n1,5.443697499232712,3600.0,ChEMBL_IC50,IC50,,378.45,4.03,2,5
